Year,Month,Day,Latitude,Longitude,Acres,Gcause,Scause,Agency,Flag,Ranked Acres,Ranked km2,pos,log(acres)
1976,4,14,35.8,-83.2,2,7,19,USFS,0,2,0.008094,16444,0.301029996
1976,4,15,35.5,-92.89,2,7,30,USFS,1,2,0.008094,16445,0.301029996
1976,4,16,36.21,-82.13,2,7,19,USFS,0,2,0.008094,16446,0.301029996
1976,4,16,35.31,-83.6,2,7,19,USFS,0,2,0.008094,16447,0.301029996
1976,4,16,35.93,-81.86,2,7,18,USFS,0,2,0.008094,16448,0.301029996
1976,4,17,34.93,-83.25,2,7,19,USFS,0,2,0.008094,16449,0.301029996
1976,4,18,34.95,-83.13,2,7,19,USFS,0,2,0.008094,16450,0.301029996
1976,4,18,38.93,-78.63,2,7,19,USFS,0,2,0.008094,16451,0.301029996
1976,4,19,35.9,-82.85,2,7,19,USFS,0,2,0.008094,16452,0.301029996
1976,4,20,34.96,-83.18,2,7,19,USFS,0,2,0.008094,16453,0.301029996
1976,4,20,35.28,-83.26,2,7,30,USFS,0,2,0.008094,16454,0.301029996
1976,4,22,34.58,-83.18,2,7,19,USFS,0,2,0.008094,16455,0.301029996
1976,4,22,36.18,-82.45,2,7,19,USFS,0,2,0.008094,16456,0.301029996
1976,4,23,34.75,-83.38,2,7,18,USFS,0,2,0.008094,16457,0.301029996
1976,4,24,34.83,-83.96,2,7,30,USFS,0,2,0.008094,16458,0.301029996
1976,4,24,35.21,-82.8,2,7,30,USFS,0,2,0.008094,16459,0.301029996
1976,4,27,34.75,-84.01,2,7,18,USFS,0,2,0.008094,16460,0.301029996
1976,4,27,34.75,-84,2,7,18,USFS,0,2,0.008094,16461,0.301029996
1976,4,28,35.16,-84.38,2,7,18,USFS,0,2,0.008094,16462,0.301029996
1976,4,28,35.16,-84.35,2,7,18,USFS,0,2,0.008094,16463,0.301029996
1976,5,4,35.11,-84.13,2,7,18,USFS,0,2,0.008094,16464,0.301029996
1976,6,9,37.28,-80.43,2,7,3,USFS,0,2,0.008094,16465,0.301029996
1976,11,8,34.61,-84.01,2,7,18,USFS,0,2,0.008094,16466,0.301029996
1976,11,8,35.62,-93.43,2,7,20,USFS,1,2,0.008094,16467,0.301029996
1976,11,10,36.23,-82.15,2,7,18,USFS,0,2,0.008094,16468,0.301029996
1976,11,10,35.18,-83.7,2,7,19,USFS,0,2,0.008094,16469,0.301029996
1976,11,21,35.46,-82.83,2,7,30,USFS,0,2,0.008094,16470,0.301029996
1976,11,22,35.45,-82.7,2,7,9,USFS,0,2,0.008094,16471,0.301029996
1976,11,25,35.23,-82.88,2,7,30,USFS,0,2,0.008094,16472,0.301029996
1976,12,23,35.65,-94.42,2,7,20,USFS,1,2,0.008094,16473,0.301029996
1976,12,24,35.83,-93.28,2,7,30,USFS,1,2,0.008094,16474,0.301029996
1976,12,26,35.8,-93.21,2,7,30,USFS,1,2,0.008094,16475,0.301029996
1976,12,27,35.84,-93.2,2,7,30,USFS,1,2,0.008094,16476,0.301029996
1976,12,29,35.72,-94.48,2,7,18,USFS,1,2,0.008094,16477,0.301029996
1976,12,30,35.88,-93.51,2,7,30,USFS,1,2,0.008094,16478,0.301029996
1977,2,8,35.05,-83.65,2,7,18,USFS,0,2,0.008094,16479,0.301029996
1977,2,16,35.15,-84.3,2,7,18,USFS,0,2,0.008094,16480,0.301029996
1977,2,21,35.16,-84.31,2,7,18,USFS,0,2,0.008094,16481,0.301029996
1977,2,21,35.16,-84.33,2,7,18,USFS,0,2,0.008094,16482,0.301029996
1977,2,22,35.25,-84.28,2,7,18,USFS,0,2,0.008094,16483,0.301029996
1977,3,15,35.01,-83.66,2,7,19,USFS,0,2,0.008094,16484,0.301029996
1977,3,15,35.36,-83.96,2,7,30,USFS,0,2,0.008094,16485,0.301029996
1977,3,17,35.73,-82.4,2,7,18,USFS,0,2,0.008094,16486,0.301029996
1977,3,19,34.76,-83.75,2,7,18,USFS,0,2,0.008094,16487,0.301029996
1977,3,19,35.78,-83.1,2,7,18,USFS,0,2,0.008094,16488,0.301029996
1977,3,20,35.13,-84.36,2,7,18,USFS,0,2,0.008094,16489,0.301029996
1977,3,27,34.96,-83.2,2,7,18,USFS,0,2,0.008094,16490,0.301029996
1977,3,27,34.73,-83.3,2,7,30,USFS,0,2,0.008094,16491,0.301029996
1977,3,28,35,-84.45,2,7,18,USFS,0,2,0.008094,16492,0.301029996
1977,4,11,35.72,-94.48,2,7,18,USFS,1,2,0.008094,16493,0.301029996
1977,4,14,38.95,-78.36,2,7,19,USFS,0,2,0.008094,16494,0.301029996
1977,4,15,36.78,-81.06,2,7,19,USFS,0,2,0.008094,16495,0.301029996
1977,4,16,37.58,-79.53,2,7,18,USFS,0,2,0.008094,16496,0.301029996
1977,4,17,36.26,-82.1,2,7,18,USFS,0,2,0.008094,16497,0.301029996
1977,5,14,34.88,-83.11,2,7,18,USFS,0,2,0.008094,16498,0.301029996
1977,6,1,38.68,-78.56,2,7,18,USFS,0,2,0.008094,16499,0.301029996
1977,10,30,34.65,-84.06,2,7,18,USFS,0,2,0.008094,16500,0.301029996
1977,11,12,35.06,-84.51,2,7,9,USFS,0,2,0.008094,16501,0.301029996
1977,11,15,36.88,-82.55,2,7,30,USFS,0,2,0.008094,16502,0.301029996
1977,11,17,34.8,-83.93,2,7,20,USFS,0,2,0.008094,16503,0.301029996
1977,11,20,36.6,-81.71,2,7,9,USFS,0,2,0.008094,16504,0.301029996
1977,12,17,35.76,-93.62,2,7,19,USFS,1,2,0.008094,16505,0.301029996
1978,1,3,34.8,-83.36,2,7,18,USFS,0,2,0.008094,16506,0.301029996
1978,2,8,35.08,-84.33,2,7,18,USFS,0,2,0.008094,16507,0.301029996
1978,2,11,34.88,-83.33,2,7,18,USFS,0,2,0.008094,16508,0.301029996
1978,2,11,34.88,-83.31,2,7,18,USFS,0,2,0.008094,16509,0.301029996
1978,2,11,35.03,-83.18,2,7,18,USFS,0,2,0.008094,16510,0.301029996
1978,2,25,34.76,-83.35,2,7,18,USFS,0,2,0.008094,16511,0.301029996
1978,2,26,34.86,-83.36,2,7,18,USFS,0,2,0.008094,16512,0.301029996
1978,3,17,34.95,-83.1,2,7,18,USFS,0,2,0.008094,16513,0.301029996
1978,3,18,34.7,-83.25,2,7,18,USFS,0,2,0.008094,16514,0.301029996
1978,3,19,35.01,-83.18,2,7,18,USFS,0,2,0.008094,16515,0.301029996
1978,3,20,34.75,-83.68,2,7,19,USFS,0,2,0.008094,16516,0.301029996
1978,3,21,35.38,-83.61,2,7,18,USFS,0,2,0.008094,16517,0.301029996
1978,3,31,34.98,-83.18,2,7,18,USFS,0,2,0.008094,16518,0.301029996
1978,3,31,35.05,-84.45,2,7,18,USFS,0,2,0.008094,16519,0.301029996
1978,3,31,35.3,-83.9,2,7,18,USFS,0,2,0.008094,16520,0.301029996
1978,4,1,34.76,-84,2,7,18,USFS,0,2,0.008094,16521,0.301029996
1978,4,1,34.83,-83.21,2,7,18,USFS,0,2,0.008094,16522,0.301029996
1978,4,1,34.83,-83.21,2,7,18,USFS,0,2,0.008094,16523,0.301029996
1978,4,2,34.96,-84.63,2,7,30,USFS,0,2,0.008094,16524,0.301029996
1978,4,2,35.16,-84.31,2,7,18,USFS,0,2,0.008094,16525,0.301029996
1978,4,2,35.31,-83.88,2,7,18,USFS,0,2,0.008094,16526,0.301029996
1978,4,3,36.21,-82.28,2,7,18,USFS,0,2,0.008094,16527,0.301029996
1978,4,3,35.33,-83.88,2,7,18,USFS,0,2,0.008094,16528,0.301029996
1978,4,4,34.63,-83.95,2,7,19,USFS,0,2,0.008094,16529,0.301029996
1978,4,5,34.85,-83.16,2,7,18,USFS,0,2,0.008094,16530,0.301029996
1978,4,6,35.15,-82.83,2,7,19,USFS,0,2,0.008094,16531,0.301029996
1978,4,10,34.86,-83.5,2,7,18,USFS,0,2,0.008094,16532,0.301029996
1978,4,14,34.75,-84.06,2,7,18,USFS,0,2,0.008094,16533,0.301029996
1978,4,14,36.45,-82.13,2,7,18,USFS,0,2,0.008094,16534,0.301029996
1978,4,22,37.23,-80.5,2,7,19,USFS,0,2,0.008094,16535,0.301029996
1978,10,21,35.11,-83.33,2,7,18,USFS,0,2,0.008094,16536,0.301029996
1978,10,23,34.75,-84.06,2,7,18,USFS,0,2,0.008094,16537,0.301029996
1978,10,23,34.6,-84.03,2,7,18,USFS,0,2,0.008094,16538,0.301029996
1978,10,25,35.31,-82.9,2,7,18,USFS,0,2,0.008094,16539,0.301029996
1978,10,28,34.51,-83.48,2,7,18,USFS,0,2,0.008094,16540,0.301029996
1978,10,30,34.75,-84.06,2,7,18,USFS,0,2,0.008094,16541,0.301029996
1978,10,30,37.35,-80.56,2,7,9,USFS,0,2,0.008094,16542,0.301029996
1978,11,2,36.43,-82.05,2,7,19,USFS,0,2,0.008094,16543,0.301029996
1978,11,2,37.23,-80.5,2,7,19,USFS,0,2,0.008094,16544,0.301029996
1978,11,4,35.28,-84.25,2,7,18,USFS,0,2,0.008094,16545,0.301029996
1978,11,5,38.73,-78.55,2,7,19,USFS,0,2,0.008094,16546,0.301029996
1978,11,10,35.2,-84.18,2,7,19,USFS,0,2,0.008094,16547,0.301029996
1978,11,11,35.66,-92.89,2,7,20,USFS,1,2,0.008094,16548,0.301029996
1978,11,13,35.59,-93.64,2,7,30,USFS,1,2,0.008094,16549,0.301029996
1978,11,13,35.2,-84.2,2,7,19,USFS,0,2,0.008094,16550,0.301029996
1978,11,21,35.41,-83.95,2,7,18,USFS,0,2,0.008094,16551,0.301029996
1978,11,22,36.4,-82.2,2,7,19,USFS,0,2,0.008094,16552,0.301029996
1978,11,26,34.73,-83.38,2,7,18,USFS,0,2,0.008094,16553,0.301029996
1978,11,26,35.38,-83.86,2,7,24,USFS,0,2,0.008094,16554,0.301029996
1978,12,18,35.56,-93.34,2,7,20,USFS,1,2,0.008094,16555,0.301029996
1978,12,19,38.4,-78.7,2,7,18,USFS,0,2,0.008094,16556,0.301029996
1978,12,26,35.05,-83.65,2,7,19,USFS,0,2,0.008094,16557,0.301029996
1978,12,28,35.91,-81.7,2,7,18,USFS,0,2,0.008094,16558,0.301029996
1979,3,11,35.84,-93.2,2,7,30,USFS,1,2,0.008094,16559,0.301029996
1979,3,13,35.84,-93.2,2,7,30,USFS,1,2,0.008094,16560,0.301029996
1979,3,22,36.18,-82.53,2,7,18,USFS,0,2,0.008094,16561,0.301029996
1979,4,15,36.18,-82.06,2,7,18,USFS,0,2,0.008094,16562,0.301029996
1979,4,15,35.35,-83.91,2,7,18,USFS,0,2,0.008094,16563,0.301029996
1979,4,17,35.31,-83.86,2,7,18,USFS,0,2,0.008094,16564,0.301029996
1979,4,19,35.86,-93.2,2,7,30,USFS,1,2,0.008094,16565,0.301029996
1979,4,20,35,-83.63,2,7,19,USFS,0,2,0.008094,16566,0.301029996
1979,4,22,35.18,-82.5,2,7,19,USFS,0,2,0.008094,16567,0.301029996
1979,4,23,35.31,-83.86,2,7,18,USFS,0,2,0.008094,16568,0.301029996
1979,4,29,35.9,-83.06,2,7,19,USFS,0,2,0.008094,16569,0.301029996
1979,4,29,35.31,-83.83,2,7,18,USFS,0,2,0.008094,16570,0.301029996
1979,10,12,35.73,-93.05,2,7,30,USFS,1,2,0.008094,16571,0.301029996
1979,10,20,35.53,-93.16,2,7,20,USFS,1,2,0.008094,16572,0.301029996
1979,10,28,35.69,-94.46,2,7,20,USFS,1,2,0.008094,16573,0.301029996
1979,10,30,37.25,-82.33,2,7,27,USFS,0,2,0.008094,16574,0.301029996
1979,11,23,34.93,-83.2,2,7,18,USFS,0,2,0.008094,16575,0.301029996
1979,12,5,35.25,-82.9,2,7,19,USFS,0,2,0.008094,16576,0.301029996
1979,12,10,35.63,-82.26,2,7,27,USFS,0,2,0.008094,16577,0.301029996
1979,12,22,36.18,-82.06,2,7,18,USFS,0,2,0.008094,16578,0.301029996
1979,12,22,36.1,-82.03,2,7,18,USFS,0,2,0.008094,16579,0.301029996
1980,2,24,34.63,-84.01,2,7,18,USFS,0,2,0.008094,16580,0.301029996
1980,3,22,34.71,-83.88,2,7,18,USFS,0,2,0.008094,16581,0.301029996
1980,4,10,34.9,-84.65,2,7,30,USFS,0,2,0.008094,16582,0.301029996
1980,4,10,34.83,-84.6,2,7,30,USFS,0,2,0.008094,16583,0.301029996
1980,4,18,34.63,-83.4,2,7,30,USFS,0,2,0.008094,16584,0.301029996
1980,4,23,34.96,-83.25,2,7,18,USFS,0,2,0.008094,16585,0.301029996
1980,4,23,36.25,-82.2,2,7,18,USFS,0,2,0.008094,16586,0.301029996
1980,4,24,35.18,-84.33,2,7,18,USFS,0,2,0.008094,16587,0.301029996
1980,4,24,35.18,-84.33,2,7,18,USFS,0,2,0.008094,16588,0.301029996
1980,4,24,36.2,-82.05,2,7,18,USFS,0,2,0.008094,16589,0.301029996
1980,6,15,35.25,-84.11,2,7,19,USFS,0,2,0.008094,16590,0.301029996
1980,9,11,34.65,-84.01,2,7,18,USFS,0,2,0.008094,16591,0.301029996
1980,10,11,35.93,-82.83,2,7,30,USFS,0,2,0.008094,16592,0.301029996
1980,10,31,38.15,-80.08,2,7,20,USFS,0,2,0.008094,16593,0.301029996
1980,11,9,34.81,-83.28,2,7,18,USFS,0,2,0.008094,16594,0.301029996
1980,11,11,35.06,-84.16,2,7,19,USFS,0,2,0.008094,16595,0.301029996
1980,11,12,34.88,-83.35,2,7,18,USFS,0,2,0.008094,16596,0.301029996
1980,11,14,35.3,-83.88,2,7,18,USFS,0,2,0.008094,16597,0.301029996
1980,11,22,34.75,-83.55,2,7,18,USFS,0,2,0.008094,16598,0.301029996
1980,12,4,34.9,-83.45,2,7,19,USFS,0,2,0.008094,16599,0.301029996
1980,12,7,34.9,-83.26,2,7,18,USFS,0,2,0.008094,16600,0.301029996
1980,12,8,35.31,-83.88,2,7,18,USFS,0,2,0.008094,16601,0.301029996
1980,12,13,34.88,-83.33,2,7,18,USFS,0,2,0.008094,16602,0.301029996
1980,12,13,34.93,-83.2,2,7,18,USFS,0,2,0.008094,16603,0.301029996
1980,12,22,35.18,-84.06,2,7,18,USFS,0,2,0.008094,16604,0.301029996
1981,1,5,34.91,-83.21,2,7,18,USFS,0,2,0.008094,16605,0.301029996
1981,1,5,34.93,-83.2,2,7,18,USFS,0,2,0.008094,16606,0.301029996
1981,1,16,38.65,-79.01,2,7,9,USFS,0,2,0.008094,16607,0.301029996
1981,1,18,34.81,-83.36,2,7,19,USFS,0,2,0.008094,16608,0.301029996
1981,1,18,34.86,-83.38,2,7,19,USFS,0,2,0.008094,16609,0.301029996
1981,1,20,35.36,-83.83,2,7,18,USFS,0,2,0.008094,16610,0.301029996
1981,2,10,35.63,-82.4,2,7,30,USFS,0,2,0.008094,16611,0.301029996
1981,2,21,35.05,-83.63,2,7,18,USFS,0,2,0.008094,16612,0.301029996
1981,2,28,34.75,-84,2,7,18,USFS,0,2,0.008094,16613,0.301029996
1981,3,1,34.91,-83.23,2,7,18,USFS,0,2,0.008094,16614,0.301029996
1981,3,1,34.76,-84.26,2,7,19,USFS,0,2,0.008094,16615,0.301029996
1981,3,9,35.2,-84.1,2,7,10,USFS,0,2,0.008094,16616,0.301029996
1981,3,12,35.08,-83.63,2,7,19,USFS,0,2,0.008094,16617,0.301029996
1981,3,15,34.86,-83.51,2,7,19,USFS,0,2,0.008094,16618,0.301029996
1981,3,17,34.96,-83.18,2,7,18,USFS,0,2,0.008094,16619,0.301029996
1981,3,17,36.11,-82.66,2,7,18,USFS,0,2,0.008094,16620,0.301029996
1981,3,26,36.41,-82.2,2,7,19,USFS,0,2,0.008094,16621,0.301029996
1981,3,27,35.05,-83.63,2,7,18,USFS,0,2,0.008094,16622,0.301029996
1981,3,29,34.8,-83.3,2,7,18,USFS,0,2,0.008094,16623,0.301029996
1981,3,29,35.16,-84.3,2,7,18,USFS,0,2,0.008094,16624,0.301029996
1981,3,31,35.98,-82.81,2,7,18,USFS,0,2,0.008094,16625,0.301029996
1981,4,3,35.48,-82.63,2,7,19,USFS,0,2,0.008094,16626,0.301029996
1981,4,5,34.88,-83.38,2,7,18,USFS,0,2,0.008094,16627,0.301029996
1981,4,7,35.05,-83.63,2,7,18,USFS,0,2,0.008094,16628,0.301029996
1981,4,8,36.16,-82.01,2,7,19,USFS,0,2,0.008094,16629,0.301029996
1981,4,12,35.21,-84.3,2,7,18,USFS,0,2,0.008094,16630,0.301029996
1981,4,14,37.23,-80.5,2,7,19,USFS,0,2,0.008094,16631,0.301029996
1981,4,14,35.05,-83.63,2,7,18,USFS,0,2,0.008094,16632,0.301029996
1981,5,2,34.83,-83.58,2,7,18,USFS,0,2,0.008094,16633,0.301029996
1981,5,2,35.16,-82.83,2,7,19,USFS,0,2,0.008094,16634,0.301029996
1981,5,17,38.36,-79.2,2,7,26,USFS,0,2,0.008094,16635,0.301029996
1981,5,17,37.7,-79.9,2,7,19,USFS,0,2,0.008094,16636,0.301029996
1981,7,19,38.93,-78.31,2,7,26,USFS,0,2,0.008094,16637,0.301029996
1981,11,1,36.2,-82.05,2,7,19,USFS,0,2,0.008094,16638,0.301029996
1981,11,2,34.88,-83.6,2,7,18,USFS,0,2,0.008094,16639,0.301029996
1981,11,3,35.83,-82.21,2,7,18,USFS,0,2,0.008094,16640,0.301029996
1981,11,4,36.2,-82.05,2,7,19,USFS,0,2,0.008094,16641,0.301029996
1981,11,4,36.85,-82.43,2,7,30,USFS,0,2,0.008094,16642,0.301029996
1981,11,9,35.77,-93.12,2,7,20,USFS,1,2,0.008094,16643,0.301029996
1981,11,15,34.98,-83.2,2,7,18,USFS,0,2,0.008094,16644,0.301029996
1981,11,15,38.65,-78.6,2,7,18,USFS,0,2,0.008094,16645,0.301029996
1981,11,17,35.86,-93.21,2,7,20,USFS,1,2,0.008094,16646,0.301029996
1981,12,5,35.77,-93,2,7,30,USFS,1,2,0.008094,16647,0.301029996
1981,12,6,35.36,-83.73,2,7,18,USFS,0,2,0.008094,16648,0.301029996
1982,1,9,35.08,-83.4,2,7,30,USFS,0,2,0.008094,16649,0.301029996
1982,2,24,36.18,-82.53,2,7,18,USFS,0,2,0.008094,16650,0.301029996
1982,3,26,34.68,-84.25,2,7,18,USFS,0,2,0.008094,16651,0.301029996
1982,4,2,36.06,-81.75,2,7,18,USFS,0,2,0.008094,16652,0.301029996
1982,4,4,36.48,-82.15,2,7,19,USFS,0,2,0.008094,16653,0.301029996
1982,4,11,39.06,-78.5,2,7,19,USFS,0,2,0.008094,16654,0.301029996
1982,4,23,35.33,-83.8,2,7,18,USFS,0,2,0.008094,16655,0.301029996
1982,5,1,38.68,-79.15,2,7,19,USFS,0,2,0.008094,16656,0.301029996
1982,5,5,36.2,-82.05,2,7,19,USFS,0,2,0.008094,16657,0.301029996
1982,5,6,38.58,-79.18,2,7,19,USFS,0,2,0.008094,16658,0.301029996
1982,5,14,36.18,-82.06,2,7,19,USFS,0,2,0.008094,16659,0.301029996
1982,11,10,38.46,-79.25,2,7,20,USFS,0,2,0.008094,16660,0.301029996
1983,1,17,35.05,-83.61,2,7,20,USFS,0,2,0.008094,16661,0.301029996
1983,2,15,35.91,-82.96,2,7,18,USFS,0,2,0.008094,16662,0.301029996
1983,2,17,36.25,-82.15,2,7,19,USFS,0,2,0.008094,16663,0.301029996
1983,3,4,34.93,-83.21,2,7,18,USFS,0,2,0.008094,16664,0.301029996
1983,3,13,34.86,-83.3,2,7,18,USFS,0,2,0.008094,16665,0.301029996
1983,3,25,35.72,-93.41,2,7,18,USFS,1,2,0.008094,16666,0.301029996
1983,4,14,36.23,-82.16,2,7,19,USFS,0,2,0.008094,16667,0.301029996
1983,5,2,36.1,-82.66,2,7,18,USFS,0,2,0.008094,16668,0.301029996
1983,5,10,35.66,-93.75,2,7,18,USFS,1,2,0.008094,16669,0.301029996
1983,8,6,37.76,-80.03,2,7,30,USFS,0,2,0.008094,16670,0.301029996
1983,10,2,34.76,-84.2,2,7,19,USFS,0,2,0.008094,16671,0.301029996
1983,10,28,36.33,-82.03,2,7,19,USFS,0,2,0.008094,16672,0.301029996
1983,10,28,35.91,-82.71,2,7,20,USFS,0,2,0.008094,16673,0.301029996
1983,10,29,36.3,-82.01,2,7,19,USFS,0,2,0.008094,16674,0.301029996
1983,11,17,35.78,-93.69,2,7,18,USFS,1,2,0.008094,16675,0.301029996
1984,1,13,34.63,-84.08,2,7,18,USFS,0,2,0.008094,16676,0.301029996
1984,2,2,34.68,-83.8,2,7,18,USFS,0,2,0.008094,16677,0.301029996
1984,2,18,35.41,-83.86,2,7,18,USFS,0,2,0.008094,16678,0.301029996
1984,2,21,36.3,-81.98,2,7,18,USFS,0,2,0.008094,16679,0.301029996
1984,2,23,35.8,-93.02,2,7,18,USFS,1,2,0.008094,16680,0.301029996
1984,3,11,34.58,-83.45,2,7,18,USFS,0,2,0.008094,16681,0.301029996
1984,4,7,34.78,-83.51,2,7,19,USFS,0,2,0.008094,16682,0.301029996
1984,4,25,34.7,-83.53,2,7,30,USFS,0,2,0.008094,16683,0.301029996
1984,4,26,35.03,-83.21,2,7,18,USFS,0,2,0.008094,16684,0.301029996
1984,4,26,35.11,-83.43,2,7,30,USFS,0,2,0.008094,16685,0.301029996
1984,9,5,35.7,-94.42,2,7,18,USFS,1,2,0.008094,16686,0.301029996
1984,9,19,35.11,-84.1,2,7,18,USFS,0,2,0.008094,16687,0.301029996
1984,10,14,38.13,-80.01,2,7,20,USFS,0,2,0.008094,16688,0.301029996
1984,11,25,35.18,-84.36,2,7,18,USFS,0,2,0.008094,16689,0.301029996
1984,11,26,36.8,-81.51,2,7,19,USFS,0,2,0.008094,16690,0.301029996
1984,11,27,36.75,-81.45,2,7,30,USFS,0,2,0.008094,16691,0.301029996
1984,12,7,38.05,-79.5,2,7,20,USFS,0,2,0.008094,16692,0.301029996
1984,12,30,34.76,-83.86,2,7,18,USFS,0,2,0.008094,16693,0.301029996
1985,1,1,35.1,-83.55,2,7,30,USFS,0,2,0.008094,16694,0.301029996
1985,1,16,35.08,-83.56,2,7,30,USFS,0,2,0.008094,16695,0.301029996
1985,1,16,35.18,-83.43,2,7,30,USFS,0,2,0.008094,16696,0.301029996
1985,1,24,35.66,-94.37,2,7,18,USFS,1,2,0.008094,16697,0.301029996
1985,2,10,35.51,-82.63,2,7,19,USFS,0,2,0.008094,16698,0.301029996
1985,3,7,34.75,-84.08,2,7,30,USFS,0,2,0.008094,16699,0.301029996
1985,3,12,34.7,-83.55,2,7,19,USFS,0,2,0.008094,16700,0.301029996
1985,3,14,35.05,-83.63,2,7,18,USFS,0,2,0.008094,16701,0.301029996
1985,3,16,34.88,-83.3,2,7,18,USFS,0,2,0.008094,16702,0.301029996
1985,3,17,34.56,-83.45,2,7,18,USFS,0,2,0.008094,16703,0.301029996
1985,3,19,34.88,-83.45,2,7,18,USFS,0,2,0.008094,16704,0.301029996
1985,3,20,36.23,-82.18,2,7,19,USFS,0,2,0.008094,16705,0.301029996
1985,3,30,36.1,-82.45,2,7,19,USFS,0,2,0.008094,16706,0.301029996
1985,4,2,35.05,-83.58,2,7,18,USFS,0,2,0.008094,16707,0.301029996
1985,4,5,35.03,-83.66,2,7,19,USFS,0,2,0.008094,16708,0.301029996
1985,4,10,34.76,-83.38,2,7,18,USFS,0,2,0.008094,16709,0.301029996
1985,4,11,35.25,-84.25,2,7,18,USFS,0,2,0.008094,16710,0.301029996
1985,4,11,35.03,-83.18,2,7,19,USFS,0,2,0.008094,16711,0.301029996
1985,4,12,35.33,-84.16,2,7,18,USFS,0,2,0.008094,16712,0.301029996
1985,4,21,35.18,-84.23,2,7,18,USFS,0,2,0.008094,16713,0.301029996
1985,4,25,36.93,-82.51,2,7,19,USFS,0,2,0.008094,16714,0.301029996
1985,4,26,35.13,-83.51,2,7,30,USFS,0,2,0.008094,16715,0.301029996
1985,8,31,35.59,-93.07,2,7,18,USFS,1,2,0.008094,16716,0.301029996
1985,10,18,34.76,-83.33,2,7,18,USFS,0,2,0.008094,16717,0.301029996
1985,12,29,35.03,-83.66,2,7,19,USFS,0,2,0.008094,16718,0.301029996
1986,2,20,36.03,-93.18,2,7,0,USFS,0,2,0.008094,16719,0.301029996
1986,3,2,34.6,-84.08,2,7,0,USFS,0,2,0.008094,16720,0.301029996
1986,3,5,35.28,-82.77,2,7,0,USFS,0,2,0.008094,16721,0.301029996
1986,3,6,34.55,-84.08,2,7,0,USFS,0,2,0.008094,16722,0.301029996
1986,3,9,35.12,-83.5,2,7,0,USFS,0,2,0.008094,16723,0.301029996
1986,3,24,35.41,-83.7,2,7,0,USFS,0,2,0.008094,16724,0.301029996
1986,3,28,36.13,-82.58,2,7,0,USFS,0,2,0.008094,16725,0.301029996
1986,3,31,35.12,-83.5,2,7,0,USFS,0,2,0.008094,16726,0.301029996
1986,4,12,36.88,-82.5,2,7,0,USFS,0,2,0.008094,16727,0.301029996
1986,4,19,36.3,-82.13,2,7,0,USFS,0,2,0.008094,16728,0.301029996
1986,4,26,35.05,-84.45,2,7,0,USFS,0,2,0.008094,16729,0.301029996
1986,4,29,34.83,-83.17,2,7,0,USFS,0,2,0.008094,16730,0.301029996
1986,5,4,37.4,-79.85,2,7,0,USFS,0,2,0.008094,16731,0.301029996
1986,5,7,36,-81.83,2,7,0,USFS,0,2,0.008094,16732,0.301029996
1986,5,8,38.28,-79.96,2,7,0,USFS,0,2,0.008094,16733,0.301029996
1987,1,31,34.63,-84.1,2,7,0,USFS,0,2,0.008094,16734,0.301029996
1987,2,24,36.22,-82.11,2,7,0,USFS,0,2,0.008094,16735,0.301029996
1987,3,2,36.94,-82.6,2,7,0,USFS,0,2,0.008094,16736,0.301029996
1987,3,3,36.21,-82.14,2,7,0,USFS,0,2,0.008094,16737,0.301029996
1987,3,4,34.86,-83.38,2,7,0,USFS,0,2,0.008094,16738,0.301029996
1987,3,5,34.88,-83.43,2,7,0,USFS,0,2,0.008094,16739,0.301029996
1987,4,9,35.71,-92.85,2,7,0,USFS,0,2,0.008094,16740,0.301029996
1987,4,11,35.12,-83.5,2,7,0,USFS,0,2,0.008094,16741,0.301029996
1987,4,12,34.84,-83.58,2,7,0,USFS,0,2,0.008094,16742,0.301029996
1987,4,12,35.03,-83.2,2,7,0,USFS,0,2,0.008094,16743,0.301029996
1987,10,27,34.86,-83.5,2,7,0,USFS,0,2,0.008094,16744,0.301029996
1987,11,6,34.88,-83.44,2,7,0,USFS,0,2,0.008094,16745,0.301029996
1987,11,7,34.85,-83.37,2,7,0,USFS,0,2,0.008094,16746,0.301029996
1987,11,7,37.81,-79.68,2,7,0,USFS,0,2,0.008094,16747,0.301029996
1987,11,7,35.41,-83.86,2,7,0,USFS,0,2,0.008094,16748,0.301029996
1987,11,7,34.73,-83.16,2,7,0,USFS,0,2,0.008094,16749,0.301029996
1987,11,8,37.81,-79.9,2,7,0,USFS,0,2,0.008094,16750,0.301029996
1987,11,14,35.88,-81.86,2,7,0,USFS,0,2,0.008094,16751,0.301029996
1987,11,22,36.24,-82.14,2,7,0,USFS,0,2,0.008094,16752,0.301029996
1988,2,25,34.76,-83.94,2,7,0,USFS,0,2,0.008094,16753,0.301029996
1988,3,6,35.12,-83.5,2,7,0,USFS,0,2,0.008094,16754,0.301029996
1988,3,7,35.68,-94.39,2,7,0,USFS,0,2,0.008094,16755,0.301029996
1988,3,15,35.77,-94.07,2,7,0,USFS,0,2,0.008094,16756,0.301029996
1988,3,16,34.86,-83.51,2,7,0,USFS,0,2,0.008094,16757,0.301029996
1988,4,17,35.83,-82.37,2,7,0,USFS,0,2,0.008094,16758,0.301029996
1988,4,28,35.28,-84.18,2,7,0,USFS,0,2,0.008094,16759,0.301029996
1988,5,8,38.73,-78.59,2,7,0,USFS,0,2,0.008094,16760,0.301029996
