Year,Month,Day,Latitude,Longitude,Acres,Gcause,Scause,Agency,Flag,Ranked Acres,Ranked km2,pos,log(acres)
1979,2,15,33.18,-79.46,4,7,30,USFS,0,4,0.016188,13036,0.602059991
1979,3,13,31.93,-89.3,4,7,30,USFS,0,4,0.016188,13037,0.602059991
1979,3,14,31.01,-89.03,4,7,30,USFS,0,4,0.016188,13038,0.602059991
1979,3,18,33.8,-85.56,4,7,18,USFS,0,4,0.016188,13039,0.602059991
1979,3,27,34.65,-81.71,4,7,10,USFS,0,4,0.016188,13040,0.602059991
1979,4,1,33.08,-79.76,4,7,30,USFS,0,4,0.016188,13041,0.602059991
1979,4,4,29.01,-81.4,4,7,19,USFS,0,4,0.016188,13042,0.602059991
1979,4,21,33.18,-79.75,4,7,30,USFS,0,4,0.016188,13043,0.602059991
1979,11,4,31.5,-89.05,4,7,19,USFS,0,4,0.016188,13044,0.602059991
1979,11,15,33.16,-86.08,4,7,18,USFS,0,4,0.016188,13045,0.602059991
1979,11,25,35.46,-80.38,4,7,29,USFS,0,4,0.016188,13046,0.602059991
1980,2,27,30.55,-88.85,4,7,19,USFS,0,4,0.016188,13047,0.602059991
1980,2,28,33.28,-79.83,4,7,30,USFS,0,4,0.016188,13048,0.602059991
1980,3,1,33.3,-79.9,4,7,30,USFS,0,4,0.016188,13049,0.602059991
1980,3,14,31.56,-89,4,7,19,USFS,0,4,0.016188,13050,0.602059991
1980,3,14,31.36,-91.1,4,7,19,USFS,0,4,0.016188,13051,0.602059991
1980,3,15,30.71,-88.86,4,7,19,USFS,0,4,0.016188,13052,0.602059991
1980,3,15,34.7,-89.13,4,7,18,USFS,0,4,0.016188,13053,0.602059991
1980,3,22,33.9,-94.55,4,7,19,USFS,0,4,0.016188,13054,0.602059991
1980,3,31,30.6,-89.11,4,7,19,USFS,0,4,0.016188,13055,0.602059991
1980,8,24,31.78,-94.01,4,7,19,USFS,0,4,0.016188,13056,0.602059991
1980,10,12,33.88,-94.55,4,7,19,USFS,0,4,0.016188,13057,0.602059991
1980,11,12,34.51,-89.83,4,7,19,USFS,0,4,0.016188,13058,0.602059991
1980,11,12,35.03,-77.1,4,7,18,USFS,0,4,0.016188,13059,0.602059991
1980,11,22,34.58,-89.41,4,7,9,USFS,0,4,0.016188,13060,0.602059991
1980,12,3,31.56,-88.81,4,7,19,USFS,0,4,0.016188,13061,0.602059991
1980,12,7,31.18,-89.03,4,7,30,USFS,0,4,0.016188,13062,0.602059991
1980,12,15,34.66,-89.25,4,7,18,USFS,0,4,0.016188,13063,0.602059991
1980,12,25,31.16,-89,4,7,30,USFS,0,4,0.016188,13064,0.602059991
1980,12,30,31.08,-88.83,4,7,12,USFS,0,4,0.016188,13065,0.602059991
1980,12,31,32.1,-89.48,4,7,19,USFS,0,4,0.016188,13066,0.602059991
1981,1,1,34.21,-87.33,4,7,19,USFS,0,4,0.016188,13067,0.602059991
1981,1,3,30.7,-95.5,4,7,30,USFS,0,4,0.016188,13068,0.602059991
1981,1,6,33.78,-85.6,4,7,9,USFS,0,4,0.016188,13069,0.602059991
1981,1,11,33.36,-85.96,4,7,20,USFS,0,4,0.016188,13070,0.602059991
1981,1,15,34.48,-89.33,4,7,20,USFS,0,4,0.016188,13071,0.602059991
1981,1,16,32.25,-89.38,4,7,19,USFS,0,4,0.016188,13072,0.602059991
1981,1,16,31.05,-89.05,4,7,18,USFS,0,4,0.016188,13073,0.602059991
1981,1,17,34.18,-87.31,4,7,19,USFS,0,4,0.016188,13074,0.602059991
1981,1,18,30.63,-89.05,4,7,19,USFS,0,4,0.016188,13075,0.602059991
1981,1,24,30.91,-88.86,4,7,12,USFS,0,4,0.016188,13076,0.602059991
1981,1,24,31.05,-88.95,4,7,30,USFS,0,4,0.016188,13077,0.602059991
1981,1,27,30.91,-89.05,4,7,30,USFS,0,4,0.016188,13078,0.602059991
1981,1,27,30.93,-89.11,4,7,30,USFS,0,4,0.016188,13079,0.602059991
1981,1,28,30.33,-84.3,4,7,30,USFS,0,4,0.016188,13080,0.602059991
1981,1,28,31.18,-88.95,4,7,30,USFS,0,4,0.016188,13081,0.602059991
1981,2,13,33.03,-79.6,4,7,30,USFS,0,4,0.016188,13082,0.602059991
1981,2,23,31.35,-88.7,4,7,19,USFS,0,4,0.016188,13083,0.602059991
1981,2,24,33,-79.65,4,7,30,USFS,0,4,0.016188,13084,0.602059991
1981,2,25,32.11,-89.5,4,7,19,USFS,0,4,0.016188,13085,0.602059991
1981,2,28,31.06,-89.25,4,7,18,USFS,0,4,0.016188,13086,0.602059991
1981,3,1,30.2,-82.41,4,7,30,USFS,0,4,0.016188,13087,0.602059991
1981,3,8,33.13,-79.46,4,7,30,USFS,0,4,0.016188,13088,0.602059991
1981,3,9,30.55,-89.1,4,7,19,USFS,0,4,0.016188,13089,0.602059991
1981,3,11,33.25,-79.85,4,7,30,USFS,0,4,0.016188,13090,0.602059991
1981,3,12,33.75,-85.6,4,7,19,USFS,0,4,0.016188,13091,0.602059991
1981,3,12,32.93,-79.81,4,7,30,USFS,0,4,0.016188,13092,0.602059991
1981,3,14,31.28,-91.03,4,7,30,USFS,0,4,0.016188,13093,0.602059991
1981,3,16,31.16,-86.48,4,7,18,USFS,0,4,0.016188,13094,0.602059991
1981,3,17,33.73,-85.6,4,7,19,USFS,0,4,0.016188,13095,0.602059991
1981,3,17,30.63,-88.91,4,7,19,USFS,0,4,0.016188,13096,0.602059991
1981,3,21,34.08,-88.96,4,7,19,USFS,0,4,0.016188,13097,0.602059991
1981,4,10,30.73,-95.46,4,7,11,USFS,0,4,0.016188,13098,0.602059991
1981,4,30,33.38,-86,4,7,18,USFS,0,4,0.016188,13099,0.602059991
1981,5,3,29.05,-81.45,4,7,19,USFS,0,4,0.016188,13100,0.602059991
1981,7,10,30.06,-84.73,4,7,30,USFS,0,4,0.016188,13101,0.602059991
1981,9,29,30.8,-88.96,4,7,19,USFS,0,4,0.016188,13102,0.602059991
1981,10,6,33.23,-79.53,4,7,30,USFS,0,4,0.016188,13103,0.602059991
1981,10,21,34.43,-81.48,4,7,19,USFS,0,4,0.016188,13104,0.602059991
1981,11,13,34.78,-94.95,4,7,18,USFS,0,4,0.016188,13105,0.602059991
1981,11,14,33.53,-85.78,4,7,18,USFS,0,4,0.016188,13106,0.602059991
1981,11,30,31.06,-89.01,4,7,30,USFS,0,4,0.016188,13107,0.602059991
1981,12,8,31.53,-88.76,4,7,19,USFS,0,4,0.016188,13108,0.602059991
1981,12,21,29.16,-81.88,4,7,19,USFS,0,4,0.016188,13109,0.602059991
1982,1,30,34.01,-89.81,4,7,19,USFS,0,4,0.016188,13110,0.602059991
1982,2,21,31.06,-89.26,4,7,30,USFS,0,4,0.016188,13111,0.602059991
1982,2,23,32.56,-89.65,4,7,30,USFS,0,4,0.016188,13112,0.602059991
1982,2,24,33.18,-79.88,4,7,30,USFS,0,4,0.016188,13113,0.602059991
1982,2,26,30.95,-89.01,4,7,30,USFS,0,4,0.016188,13114,0.602059991
1982,3,20,31.43,-88.73,4,7,19,USFS,0,4,0.016188,13115,0.602059991
1982,3,28,34.28,-87.1,4,7,19,USFS,0,4,0.016188,13116,0.602059991
1982,3,31,31.03,-89.13,4,7,30,USFS,0,4,0.016188,13117,0.602059991
1982,4,12,34.66,-89.15,4,7,18,USFS,0,4,0.016188,13118,0.602059991
1982,6,21,31.13,-88.95,4,7,11,USFS,0,4,0.016188,13119,0.602059991
1982,8,21,34.78,-94.95,4,7,18,USFS,0,4,0.016188,13120,0.602059991
1982,9,26,30.93,-88.91,4,7,30,USFS,0,4,0.016188,13121,0.602059991
1982,10,2,31.13,-86.48,4,7,18,USFS,0,4,0.016188,13122,0.602059991
1982,11,11,30.95,-89.38,4,7,30,USFS,0,4,0.016188,13123,0.602059991
1982,11,26,32.38,-89.51,4,7,19,USFS,0,4,0.016188,13124,0.602059991
1983,1,9,30.51,-88.95,4,7,19,USFS,0,4,0.016188,13125,0.602059991
1983,1,11,31,-89.06,4,7,30,USFS,0,4,0.016188,13126,0.602059991
1983,1,11,31.51,-88.76,4,7,19,USFS,0,4,0.016188,13127,0.602059991
1983,2,25,31.48,-88.76,4,7,19,USFS,0,4,0.016188,13128,0.602059991
1983,2,27,29.18,-81.91,4,7,19,USFS,0,4,0.016188,13129,0.602059991
1983,3,9,33.78,-85.48,4,7,18,USFS,0,4,0.016188,13130,0.602059991
1983,3,10,30.68,-89.1,4,7,19,USFS,0,4,0.016188,13131,0.602059991
1983,3,12,33.03,-79.61,4,7,30,USFS,0,4,0.016188,13132,0.602059991
1983,3,16,34.26,-87.11,4,7,19,USFS,0,4,0.016188,13133,0.602059991
1983,3,22,31.35,-88.71,4,7,19,USFS,0,4,0.016188,13134,0.602059991
1983,4,11,29.18,-81.85,4,7,19,USFS,0,4,0.016188,13135,0.602059991
1983,5,17,29.21,-81.66,4,7,19,USFS,0,4,0.016188,13136,0.602059991
1983,8,25,33.46,-85.71,4,7,18,USFS,0,4,0.016188,13137,0.602059991
1983,10,30,33.11,-79.48,4,7,30,USFS,0,4,0.016188,13138,0.602059991
1983,11,3,34.31,-87.28,4,7,19,USFS,0,4,0.016188,13139,0.602059991
1983,11,11,33.53,-85.86,4,7,18,USFS,0,4,0.016188,13140,0.602059991
1983,11,13,30.91,-89.18,4,7,30,USFS,0,4,0.016188,13141,0.602059991
1983,12,24,31.03,-89.08,4,7,30,USFS,0,4,0.016188,13142,0.602059991
1983,12,26,30.93,-89.31,4,7,30,USFS,0,4,0.016188,13143,0.602059991
1983,12,26,31.01,-89.01,4,7,30,USFS,0,4,0.016188,13144,0.602059991
1984,1,1,31,-89.1,4,7,30,USFS,0,4,0.016188,13145,0.602059991
1984,1,4,30.75,-88.9,4,7,19,USFS,0,4,0.016188,13146,0.602059991
1984,1,6,30.96,-88.81,4,7,30,USFS,0,4,0.016188,13147,0.602059991
1984,1,7,32.15,-89.25,4,7,9,USFS,0,4,0.016188,13148,0.602059991
1984,1,9,30.91,-88.93,4,7,30,USFS,0,4,0.016188,13149,0.602059991
1984,1,9,33.03,-79.6,4,7,30,USFS,0,4,0.016188,13150,0.602059991
1984,1,12,31.11,-88.88,4,7,30,USFS,0,4,0.016188,13151,0.602059991
1984,1,14,30.61,-88.91,4,7,19,USFS,0,4,0.016188,13152,0.602059991
1984,2,1,32.86,-87.45,4,7,18,USFS,0,4,0.016188,13153,0.602059991
1984,2,2,31.08,-89,4,7,30,USFS,0,4,0.016188,13154,0.602059991
1984,2,2,33.03,-79.7,4,7,30,USFS,0,4,0.016188,13155,0.602059991
1984,2,5,31.1,-89.01,4,7,30,USFS,0,4,0.016188,13156,0.602059991
1984,2,5,30.85,-88.96,4,7,25,USFS,0,4,0.016188,13157,0.602059991
1984,2,7,30.91,-89.28,4,7,30,USFS,0,4,0.016188,13158,0.602059991
1984,2,25,32.43,-89.66,4,7,19,USFS,0,4,0.016188,13159,0.602059991
1984,2,26,34.66,-89.3,4,7,19,USFS,0,4,0.016188,13160,0.602059991
1984,2,28,33.1,-79.8,4,7,30,USFS,0,4,0.016188,13161,0.602059991
1984,3,10,30.61,-89.13,4,7,19,USFS,0,4,0.016188,13162,0.602059991
1984,3,11,32.93,-79.68,4,7,30,USFS,0,4,0.016188,13163,0.602059991
1984,3,22,34.98,-76.98,4,7,30,USFS,0,4,0.016188,13164,0.602059991
1984,3,28,30.78,-88.9,4,7,19,USFS,0,4,0.016188,13165,0.602059991
1984,4,17,31.26,-93.75,4,7,30,USFS,0,4,0.016188,13166,0.602059991
1984,7,5,30.6,-88.93,4,7,3,USFS,0,4,0.016188,13167,0.602059991
1984,9,9,33.35,-83.4,4,7,11,USFS,0,4,0.016188,13168,0.602059991
1984,9,25,33.55,-83.23,4,7,19,USFS,0,4,0.016188,13169,0.602059991
1984,10,6,34.25,-87.33,4,7,19,USFS,0,4,0.016188,13170,0.602059991
1985,1,23,31.01,-88.95,4,7,30,USFS,0,4,0.016188,13171,0.602059991
1985,1,25,31.08,-89.01,4,7,30,USFS,0,4,0.016188,13172,0.602059991
1985,1,26,33.68,-83.33,4,7,30,USFS,0,4,0.016188,13173,0.602059991
1985,2,23,33.21,-86.1,4,7,18,USFS,0,4,0.016188,13174,0.602059991
1985,3,19,33.25,-86.13,4,7,18,USFS,0,4,0.016188,13175,0.602059991
1985,3,20,33.26,-79.71,4,7,30,USFS,0,4,0.016188,13176,0.602059991
1985,3,21,33.2,-79.58,4,7,30,USFS,0,4,0.016188,13177,0.602059991
1985,4,4,33.03,-79.71,4,7,30,USFS,0,4,0.016188,13178,0.602059991
1985,4,13,34.85,-77.15,4,7,19,USFS,0,4,0.016188,13179,0.602059991
1985,4,22,34.7,-89.3,4,7,19,USFS,0,4,0.016188,13180,0.602059991
1985,9,12,31.6,-93.85,4,7,18,USFS,0,4,0.016188,13181,0.602059991
1985,11,25,33.21,-86.08,4,7,19,USFS,0,4,0.016188,13182,0.602059991
1985,12,22,34.46,-85.16,4,7,20,USFS,0,4,0.016188,13183,0.602059991
1985,12,29,34.7,-85.05,4,7,20,USFS,0,4,0.016188,13184,0.602059991
1986,1,5,33.23,-86.13,4,7,0,USFS,0,4,0.016188,13185,0.602059991
1986,1,12,34.75,-84.81,4,7,0,USFS,0,4,0.016188,13186,0.602059991
1986,1,17,33.03,-79.61,4,7,0,USFS,0,4,0.016188,13187,0.602059991
1986,1,24,34.71,-89.26,4,7,0,USFS,0,4,0.016188,13188,0.602059991
1986,1,27,31.59,-90.8,4,7,0,USFS,0,4,0.016188,13189,0.602059991
1986,1,27,31.59,-90.78,4,7,0,USFS,0,4,0.016188,13190,0.602059991
1986,1,29,30.95,-89.29,4,7,0,USFS,0,4,0.016188,13191,0.602059991
1986,2,1,30.51,-95.23,4,7,0,USFS,0,4,0.016188,13192,0.602059991
1986,2,8,33.88,-85.41,4,7,0,USFS,0,4,0.016188,13193,0.602059991
1986,2,23,33.78,-85.56,4,7,0,USFS,0,4,0.016188,13194,0.602059991
1986,2,28,33.76,-94.51,4,7,0,USFS,0,4,0.016188,13195,0.602059991
1986,3,2,33.35,-79.83,4,7,0,USFS,0,4,0.016188,13196,0.602059991
1986,3,7,31.38,-90.83,4,7,0,USFS,0,4,0.016188,13197,0.602059991
1986,3,7,33.21,-79.81,4,7,0,USFS,0,4,0.016188,13198,0.602059991
1986,3,10,31.75,-92.87,4,7,0,USFS,0,4,0.016188,13199,0.602059991
1986,3,10,30.92,-93.13,4,7,0,USFS,0,4,0.016188,13200,0.602059991
1986,3,10,31.04,-89.29,4,7,0,USFS,0,4,0.016188,13201,0.602059991
1986,3,11,33.11,-79.65,4,7,0,USFS,0,4,0.016188,13202,0.602059991
1986,3,22,34.75,-89.26,4,7,0,USFS,0,4,0.016188,13203,0.602059991
1986,3,25,31.29,-92.62,4,7,0,USFS,0,4,0.016188,13204,0.602059991
1986,3,27,34.38,-89.33,4,7,0,USFS,0,4,0.016188,13205,0.602059991
1986,3,29,33.63,-85.65,4,7,0,USFS,0,4,0.016188,13206,0.602059991
1986,3,29,32.38,-89.55,4,7,0,USFS,0,4,0.016188,13207,0.602059991
1986,3,30,34.62,-84.95,4,7,0,USFS,0,4,0.016188,13208,0.602059991
1986,3,30,34.9,-89.1,4,7,0,USFS,0,4,0.016188,13209,0.602059991
1986,4,2,31.17,-92.67,4,7,0,USFS,0,4,0.016188,13210,0.602059991
1986,4,3,34.51,-81.65,4,7,0,USFS,0,4,0.016188,13211,0.602059991
1986,6,25,34.56,-81.51,4,7,0,USFS,0,4,0.016188,13212,0.602059991
1986,8,6,31.07,-89.11,4,7,0,USFS,0,4,0.016188,13213,0.602059991
1986,8,16,33.1,-79.75,4,7,0,USFS,0,4,0.016188,13214,0.602059991
1986,10,19,31.02,-86.63,4,7,0,USFS,0,4,0.016188,13215,0.602059991
1987,3,23,33.25,-79.93,4,7,0,USFS,0,4,0.016188,13216,0.602059991
1987,4,6,33.9,-85.53,4,7,0,USFS,0,4,0.016188,13217,0.602059991
1987,4,8,33.06,-79.56,4,7,0,USFS,0,4,0.016188,13218,0.602059991
1987,4,10,34.08,-87.35,4,7,0,USFS,0,4,0.016188,13219,0.602059991
1987,4,24,30.57,-89.12,4,7,0,USFS,0,4,0.016188,13220,0.602059991
1987,4,26,34.31,-87.25,4,7,0,USFS,0,4,0.016188,13221,0.602059991
1987,5,1,33.88,-85.56,4,7,0,USFS,0,4,0.016188,13222,0.602059991
1987,5,1,31.07,-92.53,4,7,0,USFS,0,4,0.016188,13223,0.602059991
1987,5,3,30.58,-88.94,4,7,0,USFS,0,4,0.016188,13224,0.602059991
1987,7,26,31.01,-89.03,4,7,0,USFS,0,4,0.016188,13225,0.602059991
1987,9,30,32.09,-89.52,4,7,0,USFS,0,4,0.016188,13226,0.602059991
1987,10,23,32.13,-89.36,4,7,0,USFS,0,4,0.016188,13227,0.602059991
1987,11,5,33.9,-85.55,4,7,0,USFS,0,4,0.016188,13228,0.602059991
1987,11,8,33.3,-86.16,4,7,0,USFS,0,4,0.016188,13229,0.602059991
1987,11,8,34.01,-88.93,4,7,0,USFS,0,4,0.016188,13230,0.602059991
1987,11,30,30.93,-88.81,4,7,0,USFS,0,4,0.016188,13231,0.602059991
1988,2,22,30.95,-93.07,4,7,0,USFS,0,4,0.016188,13232,0.602059991
1988,2,26,31.16,-92.74,4,7,0,USFS,0,4,0.016188,13233,0.602059991
1988,2,29,33.3,-79.88,4,7,0,USFS,0,4,0.016188,13234,0.602059991
1988,3,11,34.56,-85.23,4,7,0,USFS,0,4,0.016188,13235,0.602059991
1988,3,15,31.64,-94.04,4,7,0,USFS,0,4,0.016188,13236,0.602059991
1988,3,16,34.73,-94.94,4,7,0,USFS,0,4,0.016188,13237,0.602059991
1988,3,23,34.76,-94.93,4,7,0,USFS,0,4,0.016188,13238,0.602059991
1988,4,10,34.57,-89.43,4,7,0,USFS,0,4,0.016188,13239,0.602059991
1988,4,18,34.75,-76.93,4,7,0,USFS,0,4,0.016188,13240,0.602059991
1988,5,30,31.55,-93.05,4,7,0,USFS,0,4,0.016188,13241,0.602059991
1988,6,5,33.56,-85.68,4,7,0,USFS,0,4,0.016188,13242,0.602059991
1988,6,16,33.78,-85.61,4,7,0,USFS,0,4,0.016188,13243,0.602059991
1988,6,20,31.19,-94.42,4,7,0,USFS,0,4,0.016188,13244,0.602059991
1988,7,1,31.48,-93.22,4,7,0,USFS,0,4,0.016188,13245,0.602059991
1988,8,7,34.79,-89.26,4,7,0,USFS,0,4,0.016188,13246,0.602059991
1988,10,12,31.46,-95.26,4,7,0,USFS,0,4,0.016188,13247,0.602059991
1988,11,15,29.14,-81.68,4,7,0,USFS,0,4,0.016188,13248,0.602059991
1988,12,19,31.03,-92.99,4,7,0,USFS,0,4,0.016188,13249,0.602059991
1988,12,26,33.15,-79.66,4,7,0,USFS,0,4,0.016188,13250,0.602059991
1988,12,26,33.13,-79.73,4,7,0,USFS,0,4,0.016188,13251,0.602059991
1988,12,26,33.13,-79.78,4,7,0,USFS,0,4,0.016188,13252,0.602059991
1988,12,27,33.33,-79.88,4,7,0,USFS,0,4,0.016188,13253,0.602059991
1989,2,10,30.9,-92.96,4,7,0,USFS,0,4,0.016188,13254,0.602059991
1989,2,10,33.11,-79.75,4,7,0,USFS,0,4,0.016188,13255,0.602059991
1989,2,11,33.25,-79.65,4,7,0,USFS,0,4,0.016188,13256,0.602059991
1989,2,15,33.62,-85.62,4,7,0,USFS,0,4,0.016188,13257,0.602059991
1989,2,15,30.94,-89.13,4,7,0,USFS,0,4,0.016188,13258,0.602059991
1989,3,14,31.07,-88.9,4,7,0,USFS,0,4,0.016188,13259,0.602059991
1989,4,5,31,-93.06,4,7,0,USFS,0,4,0.016188,13260,0.602059991
1989,6,4,28.94,-81.58,4,7,0,USFS,0,4,0.016188,13261,0.602059991
1989,9,21,31.06,-92.53,4,7,0,USFS,0,4,0.016188,13262,0.602059991
1989,10,2,30.98,-93.06,4,7,0,USFS,0,4,0.016188,13263,0.602059991
1989,10,24,31.06,-92.65,4,7,0,USFS,0,4,0.016188,13264,0.602059991
1989,10,26,31.4,-92.36,4,7,0,USFS,0,4,0.016188,13265,0.602059991
1989,10,29,31.41,-92.35,4,7,0,USFS,0,4,0.016188,13266,0.602059991
1989,11,12,36.71,-89.95,4,7,0,USFS,0,4,0.016188,13267,0.602059991
1989,11,27,30.65,-88.92,4,7,0,USFS,0,4,0.016188,13268,0.602059991
1989,12,4,30.92,-88.89,4,7,0,USFS,0,4,0.016188,13269,0.602059991
1989,12,23,31.05,-88.87,4,7,0,USFS,0,4,0.016188,13270,0.602059991
1989,12,26,30.97,-93.07,4,7,0,USFS,0,4,0.016188,13271,0.602059991
1990,2,3,30.72,-89.24,4,7,0,USFS,0,4,0.016188,13272,0.602059991
1990,2,20,34.91,-93.89,4,7,0,USFS,0,4,0.016188,13273,0.602059991
1990,3,24,30.99,-93.06,4,7,0,USFS,0,4,0.016188,13274,0.602059991
1990,3,26,31,-88.79,4,7,0,USFS,0,4,0.016188,13275,0.602059991
1990,4,4,30.68,-89.13,4,7,0,USFS,0,4,0.016188,13276,0.602059991
1990,4,16,30.98,-89.14,4,7,0,USFS,0,4,0.016188,13277,0.602059991
1990,5,7,33.35,-85.88,4,7,0,USFS,0,4,0.016188,13278,0.602059991
1990,5,23,30.09,-84.65,4,7,0,USFS,0,4,0.016188,13279,0.602059991
1990,8,12,30.37,-95.13,4,7,0,USFS,0,4,0.016188,13280,0.602059991
1990,9,3,32.06,-89.59,4,7,0,USFS,0,4,0.016188,13281,0.602059991
1990,9,25,30.67,-89.04,4,7,0,USFS,0,4,0.016188,13282,0.602059991
1990,10,17,30.88,-88.97,4,7,0,USFS,0,4,0.016188,13283,0.602059991
1990,10,18,30.52,-88.94,4,7,0,USFS,0,4,0.016188,13284,0.602059991
1990,11,17,30.99,-88.79,4,7,0,USFS,0,4,0.016188,13285,0.602059991
1990,11,19,32.33,-89.55,4,7,0,USFS,0,4,0.016188,13286,0.602059991
1990,12,2,33.03,-79.75,4,7,0,USFS,0,4,0.016188,13287,0.602059991
1990,12,4,30.55,-95.58,4,7,0,USFS,0,4,0.016188,13288,0.602059991
1990,12,10,31.2,-94.45,4,7,0,USFS,0,4,0.016188,13289,0.602059991
1991,2,11,33.38,-86,4,7,0,USFS,0,4,0.016188,13290,0.602059991
1991,2,15,31.12,-89.87,4,7,0,USFS,0,4,0.016188,13291,0.602059991
1991,3,7,31.43,-88.92,4,7,0,USFS,0,4,0.016188,13292,0.602059991
1991,3,11,34.48,-81.38,4,7,0,USFS,0,4,0.016188,13293,0.602059991
1991,3,12,35.13,-93.5,4,7,0,USFS,0,4,0.016188,13294,0.602059991
1991,3,13,32.9,-87.38,4,7,0,USFS,0,4,0.016188,13295,0.602059991
1991,3,21,31.49,-88.95,4,7,0,USFS,0,4,0.016188,13296,0.602059991
1991,3,25,34.48,-81.51,4,7,0,USFS,0,4,0.016188,13297,0.602059991
1991,3,27,34.26,-87.21,4,7,0,USFS,0,4,0.016188,13298,0.602059991
1991,10,13,32.44,-85.62,4,7,0,USFS,0,4,0.016188,13299,0.602059991
1991,11,7,30.61,-89.03,4,7,0,USFS,0,4,0.016188,13300,0.602059991
1991,11,15,34.58,-85.23,4,7,0,USFS,0,4,0.016188,13301,0.602059991
1991,11,16,34.38,-85.35,4,7,0,USFS,0,4,0.016188,13302,0.602059991
1991,11,30,34.76,-76.95,4,7,0,USFS,0,4,0.016188,13303,0.602059991
1991,12,21,34.9,-89.27,4,7,0,USFS,0,4,0.016188,13304,0.602059991
1992,1,16,30.05,-84.46,4,7,0,USFS,0,4,0.016188,13305,0.602059991
1992,2,4,34.56,-85.05,4,7,0,USFS,0,4,0.016188,13306,0.602059991
1992,2,9,33.5,-85.86,4,7,0,USFS,0,4,0.016188,13307,0.602059991
1992,2,10,34.25,-87.33,4,7,0,USFS,0,4,0.016188,13308,0.602059991
1992,2,10,34.25,-87.31,4,7,0,USFS,0,4,0.016188,13309,0.602059991
1992,2,11,34.23,-87.26,4,7,0,USFS,0,4,0.016188,13310,0.602059991
1992,3,1,34.23,-87.25,4,7,0,USFS,0,4,0.016188,13311,0.602059991
1992,3,1,28.97,-81.56,4,7,0,USFS,0,4,0.016188,13312,0.602059991
1992,3,1,31.25,-93.73,4,7,0,USFS,0,4,0.016188,13313,0.602059991
1992,3,2,34.36,-87.3,4,7,0,USFS,0,4,0.016188,13314,0.602059991
1992,3,4,30.92,-88.83,4,7,0,USFS,0,4,0.016188,13315,0.602059991
1992,4,4,34.63,-89.28,4,7,0,USFS,0,4,0.016188,13316,0.602059991
1992,4,5,34.58,-89.36,4,7,0,USFS,0,4,0.016188,13317,0.602059991
1992,9,22,31.27,-95.23,4,7,0,USFS,0,4,0.016188,13318,0.602059991
1992,10,2,31.5,-92.35,4,7,0,USFS,0,4,0.016188,13319,0.602059991
1992,10,29,30.38,-82.32,4,7,0,USFS,0,4,0.016188,13320,0.602059991
1992,11,20,33.4,-85.98,4,7,0,USFS,0,4,0.016188,13321,0.602059991
1993,2,9,31.06,-89.04,4,7,0,USFS,0,4,0.016188,13322,0.602059991
1993,2,22,30.77,-88.88,4,7,0,USFS,0,4,0.016188,13323,0.602059991
1993,2,25,31.21,-92.63,4,7,0,USFS,0,4,0.016188,13324,0.602059991
1993,3,10,30.63,-89.01,4,7,0,USFS,0,4,0.016188,13325,0.602059991
1993,4,25,32.98,-87.36,4,7,0,USFS,0,4,0.016188,13326,0.602059991
1993,10,12,30.05,-84.64,4,7,0,USFS,0,4,0.016188,13327,0.602059991
1993,11,20,32.95,-79.8,4,7,0,USFS,0,4,0.016188,13328,0.602059991
1994,1,1,33.18,-79.58,4,7,0,USFS,0,4,0.016188,13329,0.602059991
1994,1,8,33.13,-79.48,4,7,0,USFS,0,4,0.016188,13330,0.602059991
1994,1,10,33.3,-79.89,4,7,0,USFS,0,4,0.016188,13331,0.602059991
1994,2,16,31.49,-88.85,4,7,0,USFS,0,4,0.016188,13332,0.602059991
1994,3,12,33.33,-79.86,4,7,0,USFS,0,4,0.016188,13333,0.602059991
1994,3,19,30.96,-89.22,4,7,0,USFS,0,4,0.016188,13334,0.602059991
1994,3,19,31.29,-91,4,7,0,USFS,0,4,0.016188,13335,0.602059991
1994,4,2,30.99,-93.05,4,7,0,USFS,0,4,0.016188,13336,0.602059991
1994,4,19,29.2,-81.94,4,7,0,USFS,0,4,0.016188,13337,0.602059991
1994,5,18,34.41,-81.63,4,7,0,USFS,0,4,0.016188,13338,0.602059991
1994,9,26,31.45,-92.37,4,7,0,USFS,0,4,0.016188,13339,0.602059991
1994,11,22,32.48,-85.81,4,7,0,USFS,0,4,0.016188,13340,0.602059991
1994,11,24,33.35,-86.03,4,7,0,USFS,0,4,0.016188,13341,0.602059991
1994,12,25,31.03,-88.79,4,7,0,USFS,0,4,0.016188,13342,0.602059991
1994,12,26,33.45,-86.9,4,7,0,USFS,0,4,0.016188,13343,0.602059991
1995,2,1,30.63,-88.86,4,7,0,USFS,0,4,0.016188,13344,0.602059991
1995,2,25,33.29,-86.11,4,7,0,USFS,0,4,0.016188,13345,0.602059991
1995,3,13,32.75,-87.08,4,7,0,USFS,0,4,0.016188,13346,0.602059991
1995,3,13,33.22,-79.61,4,7,0,USFS,0,4,0.016188,13347,0.602059991
1995,3,22,33.93,-82.18,4,7,0,USFS,0,4,0.016188,13348,0.602059991
1995,4,11,34.4,-85.36,4,7,0,USFS,0,4,0.016188,13349,0.602059991
1995,8,23,33.24,-79.83,4,7,0,USFS,0,4,0.016188,13350,0.602059991
1995,8,29,36.95,-90.21,4,7,0,USFS,0,4,0.016188,13351,0.602059991
1995,10,19,30.52,-89.13,4,7,0,USFS,0,4,0.016188,13352,0.602059991
